#       O3      NO2     NO
2014-10-21_06	49	10	4
2014-10-21_07	50	11	3
2014-10-21_08	40.5	18	4
2014-10-21_09	31	24	5
2014-10-21_10	28	28	6
2014-10-21_11	26	30	7
2014-10-21_12	28	29	8
2014-10-21_13	29	27	8
2014-10-21_14	37	22	9
2014-10-21_15	52	16	6
2014-10-21_16	49	19	6
2014-10-21_17	50	18	6
2014-10-21_18	52	18	5
2014-10-21_19	44	21	5
2014-10-21_20	40	22	6
2014-10-21_21	36	20	5
2014-10-21_22	28	24	4
2014-10-21_23	28	22	4
2014-10-22_00	30	20	4
2014-10-22_01	31	19	4
2014-10-22_02	31	18	4
2014-10-22_03	32	14	3.5
2014-10-22_04	40	10	3
2014-10-22_05	41	9	3
2014-10-22_06	36	11	3
2014-10-22_07	36	12	3
2014-10-22_08	30	15	3
2014-10-22_09	24	23	5
2014-10-22_10	12	32	10
2014-10-22_11	17	32	12
2014-10-22_12	30	25	10
2014-10-22_13	35	18	6
2014-10-22_14	30	25	9
2014-10-22_15	38	21	9
2014-10-22_16	39	24	8
2014-10-22_17	37	23	10
2014-10-22_18	39	23	9
2014-10-22_19	37	22	7
2014-10-22_20	34	21	6
2014-10-22_21	29	24	6
2014-10-22_22	33	21	4
2014-10-22_23	34	20	4
2014-10-23_00	33	19	4
2014-10-23_01	39	16	4
2014-10-23_02	34	18	4
2014-10-23_03	35	17.5	4
2014-10-23_04	33	17	4
2014-10-23_05	32	16	4
2014-10-23_06	34	15	4
2014-10-23_07	34	15	4
2014-10-23_08	31	16	4
2014-10-23_09	28	22	4
2014-10-23_10	34	22	4
2014-10-23_11	33	25	7
2014-10-23_12	35	26	10
2014-10-23_13	48	29	10
2014-10-23_14	70	36	8
2014-10-23_15	97	42	6
2014-10-23_16	142	46	4
2014-10-23_17	186	43	2
2014-10-23_18	164	41	2
2014-10-23_19	111	39	4
2014-10-23_20	78	40	5
2014-10-23_21	66	42	4
2014-10-23_22	51	43	4
2014-10-23_23	47	45	5
2014-10-24_00	66	38	4
2014-10-24_01	41	40	4
2014-10-24_02	10	50	7
2014-10-24_03	3	51.5	10
2014-10-24_04	2	53	13
2014-10-24_05	9	43	8
2014-10-24_06	15	34	6
2014-10-24_07	11	35	7
2014-10-24_08	7	37	7
2014-10-24_09	3	42	16
2014-10-24_10	9	45	21
2014-10-24_11	26	50	20
2014-10-24_12	41	57	19
2014-10-24_13	61	68	18
2014-10-24_14	95	69	11
2014-10-24_15	134	49	5
2014-10-24_16	167	38	2
2014-10-24_17	182	29	2
2014-10-24_18	171	45	2
2014-10-24_19	110	41	4
2014-10-24_20	93	39	3
2014-10-24_21	72	36	3
2014-10-24_22	73	30	3
2014-10-24_23	75	28	3
2014-10-25_00	70	33	4
2014-10-25_01	74	33	4
2014-10-25_02	60	38	4
2014-10-25_03	46	35.5	4.5
2014-10-25_04	43	33	5
2014-10-25_05	22	48	6
2014-10-25_06	9	58	8
2014-10-25_07	7	55	8
2014-10-25_08	7.5	59	12
2014-10-25_09	8	54	11
2014-10-25_10	19	42	8
2014-10-25_11	18	44	9
2014-10-25_12	20	47	13
2014-10-25_13	33	45	14
2014-10-25_14	60	52	12
2014-10-25_15	93	50	7
2014-10-25_16	125	38	5
2014-10-25_17	133	23	4
2014-10-25_18	124	21	3
2014-10-25_19	103	23	3
2014-10-25_20	77	26	4
2014-10-25_21	53	36	5
2014-10-25_22	48	33	5
2014-10-25_23	43	33	5
2014-10-26_00	33	33	5
2014-10-26_01	27	37	6
2014-10-26_02	20	38	7
2014-10-26_03	13	46.5	9
2014-10-26_04	3	55	11
2014-10-26_05	2	57	13
2014-10-26_06	2	54	11
2014-10-26_07	2	49	13
2014-10-26_08	2	44	14
2014-10-26_09	2	40	16
2014-10-26_10	6	46	19
2014-10-26_11	31	37	11
2014-10-26_12	52	31	9
2014-10-26_13	80	23	6
2014-10-26_14	89	28	5
2014-10-26_15	82	31	5
2014-10-26_16	94	32	5
2014-10-26_17	116	25	3
2014-10-26_18	80	21	4
2014-10-26_19	60	15	4
2014-10-26_20	51	17	5
2014-10-26_21	55	16	5
2014-10-26_22	54	16	4
2014-10-26_23	49	17	5
2014-10-27_00	43	20	5
2014-10-27_01	47	16	5
2014-10-27_02	50	16	5
2014-10-27_03	45	14	5
2014-10-27_04	49	12	5
2014-10-27_05	45	11	5
2014-10-27_06	41	12	5
2014-10-27_07	32	13	5
2014-10-27_08	19.5	22	6
2014-10-27_09	7	36	9
2014-10-27_10	19	38	13
2014-10-27_11	47	32	10
2014-10-27_12	84	39	7
2014-10-27_13	89	39	6
2014-10-27_14	137	28	3
2014-10-27_15	132	27	3
2014-10-27_16	131.021276595745	27.3404255319149	3.23404255319149
2014-10-27_17	130.042553191489	27.6808510638298	3.46808510638298
2014-10-27_18	129.063829787234	28.0212765957447	3.70212765957447
2014-10-27_19	128.085106382979	28.3617021276596	3.93617021276596
2014-10-27_20	127.106382978723	28.7021276595745	4.17021276595745
2014-10-27_21	126.127659574468	29.0425531914894	4.40425531914894
2014-10-27_22	125.148936170213	29.3829787234043	4.63829787234043
2014-10-27_23	124.170212765957	29.7234042553191	4.87234042553191
2014-10-28_00	123.191489361702	30.063829787234	5.1063829787234
2014-10-28_01	122.212765957447	30.4042553191489	5.34042553191489
2014-10-28_02	121.234042553191	30.7446808510638	5.57446808510638
2014-10-28_03	120.255319148936	31.0851063829787	5.80851063829787
2014-10-28_04	119.276595744681	31.4255319148936	6.04255319148936
2014-10-28_05	118.297872340426	31.7659574468085	6.27659574468085
2014-10-28_06	117.31914893617	32.1063829787234	6.51063829787234
2014-10-28_07	116.340425531915	32.4468085106383	6.74468085106383
2014-10-28_08	115.36170212766	32.7872340425532	6.97872340425532
2014-10-28_09	114.382978723404	33.1276595744681	7.21276595744681
2014-10-28_10	113.404255319149	33.468085106383	7.4468085106383
2014-10-28_11	112.425531914894	33.8085106382979	7.68085106382979
2014-10-28_12	111.446808510638	34.1489361702128	7.91489361702128
2014-10-28_13	110.468085106383	34.4893617021277	8.14893617021277
2014-10-28_14	109.489361702128	34.8297872340426	8.38297872340426
2014-10-28_15	108.510638297872	35.1702127659574	8.61702127659574
2014-10-28_16	107.531914893617	35.5106382978723	8.85106382978723
2014-10-28_17	106.553191489362	35.8510638297872	9.08510638297872
2014-10-28_18	105.574468085106	36.1914893617021	9.31914893617021
2014-10-28_19	104.595744680851	36.531914893617	9.5531914893617
2014-10-28_20	103.617021276596	36.8723404255319	9.78723404255319
2014-10-28_21	102.63829787234	37.2127659574468	10.0212765957447
2014-10-28_22	101.659574468085	37.5531914893617	10.2553191489362
2014-10-28_23	100.68085106383	37.8936170212766	10.4893617021277
2014-10-29_00	99.7021276595745	38.2340425531915	10.7234042553191
2014-10-29_01	98.7234042553191	38.5744680851064	10.9574468085106
2014-10-29_02	97.7446808510638	38.9148936170213	11.1914893617021
2014-10-29_03	96.7659574468085	39.2553191489362	11.4255319148936
2014-10-29_04	95.7872340425532	39.5957446808511	11.6595744680851
2014-10-29_05	94.8085106382979	39.936170212766	11.8936170212766
2014-10-29_06	93.8297872340426	40.2765957446808	12.1276595744681
2014-10-29_07	92.8510638297872	40.6170212765957	12.3617021276596
2014-10-29_08	91.8723404255319	40.9574468085106	12.5957446808511
2014-10-29_09	90.8936170212766	41.2978723404255	12.8297872340426
2014-10-29_10	89.9148936170213	41.6382978723404	13.063829787234
2014-10-29_11	88.936170212766	41.9787234042553	13.2978723404255
2014-10-29_12	87.9574468085106	42.3191489361702	13.531914893617
2014-10-29_13	86.9787234042553	42.6595744680851	13.7659574468085
2014-10-29_14	86	43	14
2014-10-29_15	122	30	15
2014-10-29_16	140	24	11
2014-10-29_17	153	23	7
2014-10-29_18	149	21	5
2014-10-29_19	158	25	4
2014-10-29_20	177	50	3
2014-10-29_21	124	61	5
2014-10-29_22	67	68	7
2014-10-29_23	33	74	10
2014-10-30_00	13	80	12
2014-10-30_01	4	84	21
2014-10-30_02	4	78	25
2014-10-30_03	2	76.5	33.5
2014-10-30_04	2	75	42
2014-10-30_05	4	66	24
2014-10-30_06	22	42	12
2014-10-30_07	28	34	11
2014-10-30_08	24.5	28	10
2014-10-30_09	21	41	10
2014-10-30_10	13	56	21
2014-10-30_11	27	70	28
2014-10-30_12	51	75	22
2014-10-30_13	87	56	12
2014-10-30_14	120	37.5	7
2014-10-30_15	135	19	2
2014-10-30_16	137	19	2
2014-10-30_17	139	20	2
2014-10-30_18	148	21	2
2014-10-30_19	149	19	2
2014-10-30_20	155	23	2
2014-10-30_21	132	52	2
2014-10-30_22	101	51	3
2014-10-30_23	78	56	5
2014-10-31_00	77	51	6
2014-10-31_01	76	41	6
2014-10-31_02	49	56	7
2014-10-31_03	39	56.5	8
2014-10-31_04	32	57	9
2014-10-31_05	55	40	8
2014-10-31_06	53	38	8
2014-10-31_07	42	39	9
2014-10-31_08	50	24	7
2014-10-31_09	58	22	7
2014-10-31_10	55	24	7
2014-10-31_11	61	23	7
2014-10-31_12	69	25	7
2014-10-31_13	89	23	6
2014-10-31_14	120	23	4
2014-10-31_15	147	22	3
2014-10-31_16	161	22	2
2014-10-31_17	173	21	1
2014-10-31_18	184	24	1
2014-10-31_19	154	31	2
2014-10-31_20	90	34	4
2014-10-31_21	82	37	5
2014-10-31_22	70	37	6
2014-10-31_23	73	34	7
2014-11-01_00	75	31	7
2014-11-01_01	82	29	6
2014-11-01_02	42	48	8
