"pol","MM","MO","SdM","SdO","MB","NMB","NMGE","RMSE","r","fb_abs","nmse","fac2","nad"
"o3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nox",114.829766718594,105.817066666667,68.3652742802746,66.8246128459205,9.01270005192727,0.0851724616438111,0.557883055384776,74.203180137723,0.401742480220974,0.0816934457082431,0.453142541065619,0.696,0.0408467228541215
"no",27.9962744196364,26.912,35.1595633987671,30.6667877510466,1.08427441963636,0.0402896261755486,1.12192992154902,40.7552265010114,0.233460365818763,0.0394940263957231,2.20455229979243,0.184,0.0197470131978616
"no2",71.9021459418182,64.552,23.9307370853665,26.5063765913035,7.35014594181818,0.113863953739902,0.229790796764272,19.0786259863243,0.758925666841964,0.10773063568112,0.0784228522933706,0.944,0.0538653178405599
