"default","n","FAC2","MB","MGE","NMB","NMGE","RMSE","r","COE","IOA"
"all data",1842,1,0.278962825732899,1.59607811780673,0.0126026911191229,0.0721059498442597,1.98468967086625,0.942502328263153,0.66086357323311,0.830431786616555
"all data",1843,0.990775908844276,-5.02973357080846,9.72575384102008,-0.0821157349473367,0.15878324633483,12.7940607033827,0.847494089544336,0.483275278592881,0.741637639296441
"all data",1885,0.668435013262599,0.793343953625464,1.17195970769019,0.426504678032114,0.630049924135413,1.52042797657605,0.445052626445036,-0.634711083723411,0.182644458138295
"all data",1864,NA,-16.2381748208476,55.0789227330794,NA,NA,NA,NA,NA,NA
